review,sentiment
"This is an entertaining ""history"" of the FBI, but it should be viewed as fiction, because that's exactly what it is. What else could it be when J. Edgar Hoover personally approved and had a cameo role in the production. James Stewart is excellent, as usual, and the supporting cast, except for the talentless Vera Miles, is good. Murray Hamilton is especially good in a supporting role as Stewart's partner and best friend. The FBI accomplishments that the film highlights are undoubtedly all true. What is significant is what it leaves out.<br /><br />One of the most shameful parts of the film is the depiction of the killing of John Dillinger. It is portrayed pretty much as it happened, but no mention at all is made of Melvin Purvis, the Chicago Bureau Chief who headed the operation. Instead, the operation is depicted as if the fictional Chip Hardesty were running it. It has been said that Hoover was jealous of the publicity that Purvis received after Dillinger was killed; Purvis was subsequently transferred to a remote outpost, and shortly afterward left the FBI. This is no doubt why Purvis was never mentioned in the film. But this viewer, at least, paused to think that if Purvis was treated this way, what about all the agents who conducted all the other operations depicted in the film. Were they also completely ignored and replaced by the fictional Hardesty.<br /><br />The film is probably accurate in its portrayal of FBI activity up through the end of WWII. However, after that point, the film would have us believe that the only threat facing the US came from international communism, which is no doubt what Hoover believed. Never mind the Mafia. Never mind the lynchings that were still going on in the South. Never mind that blacks were being intimidated to keep them from voting in much of the South. I don't know if the FBI had started wiretapping Martin Luther King by the time this film was made, but if not, it wasn't very long afterward that it started.<br /><br />As I said at the outset, this is pretty good entertainment, but it should be viewed as the sanitized fictionalization that it is.",positive
Went to see this movie hoping to see some flashes of the Jet Li we were amazed by in Lethal Weapon 4. Unfortunately too many of his fight stunts are so clearly fake that it took even that enjoyment out of it. The flying kicks would be a lot more impressive if you couldn't see the wires holding him up as he flies through the air for 4 seconds and 9 kicks.<br /><br />Too cartoonish and very disappointing.,negative
"Wow! After the first five minutes of watching this ""film"", I was quite tempted to put a bullet in my brain, and end my life. It's really hard to describe what exactly this film is about. I honestly don't know what kind of human being would even finance a piece of excrement. The film looks to have either been shot on video or 16mm. I normally don't have a problem with SOV movies, are shoddily made 16mm films, but this was just so awful. And where did they find these ""actresses""? I have seen some bad acting, but this takes the cake. Watch the first 5 minutes and you'll see what I mean. BCI Entertainment should be boycotted for distributing this god awful sludge. This has to be the worst film I have ever had the displeasure of viewing. I want my 74 minutes back! If you are able to sit through the first 5 minutes, without either shooting your TV or committing mass homicide, then give a shot. After all, what have you got to lose?",negative
"When I started watching 3 of the episodes of this series on the Action Channel,I have to say out of all the shows that I've seen that ADV released,this one is one of the best shows of all time. I had to see it again,and that's when I got my chance. I bought the entire box set of this series at Best Buy for my 20th Birthday. And I got to enjoy it,and see more of the episodes that I missed on Action Channel,and the same 3 episodes that I've seen. My favorite characters in this show are: Sylvia,Leon,and Nigel. The animation in this series was the best,and the hard suits were cool as well. But the show also has a great voice cast like:Chris Patton,Jason Douglas,Christine Auten,and Hillary Haag,and more. So if you like this show on Action Channel,then you have to own it on DVD. It's the best,and you will see what I mean.",positive
"When anyone comes into a film of this type of film it's not without saying that an overdose of that great over-the-counter brain-medicine, Suspension of Disbelief, comes in mighty handy.<br /><br />Jeanette MacDonald plays two roles: Anna/Brigitta, the woman who Nelson Eddy has ignored since the beginning of time, but who also is -- an angel sent to Earth.<br /><br />My reaction when I saw this was a mute gasp of ""Hunh?"" Where have I seen this before? It turns out, I have seen it before, but in a movie made much later than this one. DATE WITH AN ANGEL, a forgettable pile of dreck made in 1987, cashed in on the ethereal beauty of one Emmanuelle Beart who had no speaking lines, also wore a blond wig, and made life hell for soap-actor Michael Knight. Much worse in every conceivable angle with ultra-low 80s values but more than likely an updated version of this 1942 turkey.<br /><br />Anyway, not to elaborate, this is not a memorable film and stands as a doorstop of information because it was the last time MacDonald and Eddy, neither very good actors but terrific singers, would be together playing up the ""innocence"" and ""clean-cut"" romance that they were known for. After that you may need a cold shower, not because there are any steamy scenes here, but to get rid of the memory.",negative
"To be honest I watched this movie only because of my pubert needs. I mean, I couldn't get women at my age (I was 9 or 10) so I thought watching Elvira's cleavage was the closet thing to sex.<br /><br />I ended up having a great time with this cult classic about horror comedy, Halloween parties, sassy humor, and some sexy evil displayed by Elvira.<br /><br />They just don't make movies like this anymore... It had the feeling of an amateur effort mixed with a late night cable talk show host style. <br /><br />The truth is that it generated plenty of fans because of it's humor and the ability to perform by Cassandra. <br /><br />This is classic that reminds me of the good days of USA Up All Night.",positive
"Seriously! You've just got to see this movie to understand everything that is wrong with it. It came out during the time period where everybody was trying to make family movies that everyone could enjoy (The little rascals; Mr. Nanny, etc.) yet it lacked any charisma or enthusiasm. Every single character in the movie is driven by rage, with the exception of Trixie's mother, who shows only aggravation and weariness, possibly at the tired cliché's this movie enjoys. <br /><br />To put it simply, the biggest flaw in the film was not the acting, nor the filming, but most notably the writing. The lines we receive are reminiscent of Disney classics, although this film lacks the whole-heartedness IL' Walt managed to pull off. Junior's Dad, (John Ritter) makes you mad without even doing anything, simply because he allows Junior to run around unsupervised, and only gives him a stern warning when he tapes a 200-pound behemoth to a chalk board. <br /><br />Also, Junior's grandfather is particularly excruciating. For those of you who saw the first one, found it nauseating, and thus, did not see the second one, ""Big Ben Healy"" as he is referred to in this movie, is still a total douche. He basically barges into John Ritter's house uninvited, settles himself in Junior's room, even though he says that he hates Junior, and basically does nothing to accelerate the film's speed, or to support the film in any way. Rather, he ticks off the audience by being a lazy free loader.<br /><br />Finally, we are introduced to a wide variety of new characters, such as the smug, obnoxious, Trixie, who carries dynamite in her backpack, which she first lights, then hands, to Junior, who simply stares wide eyed at. Also, Gilbert Gottfried returns in this film, this time playing the obnoxious principal at Junior's new elementary school. If Gilbert Gottfried ain't enough to get the point across, I will put it simply: This film reeks!<br /><br />2/10 stars, because the actor's convictions shine through the film, even though the script sucks.",negative
"Nothing could be more appealing than the idea of a good love story featuring Kristin Scott Thomas and Harrison Ford. The cool, refined English beauty and the warm-blooded American male -- what could possibly be more lovely? Well, this is not that movie. Right away they ruin it by casting Kristin Scott Thomas as an American Congresswoman. That's like casting Hugh Grant as Babe Ruth. Or Colin Firth as Al Capone. Kristin Scott Thomas is exactly the sort of woman you don't picture shaking hands with greasy ex-junkies in filthy slums, or squeezing into smelly crowds and kissing babies. She would have been far better cast as the English born widow of an aristocratic Senator, the kind who belongs to the hunt club and goes to flower shows but has no idea how the other half lives.<br /><br />Then there's Harrison Ford as a regular guy cop. Certainly he's tough enough for the role. But the idea that he's going to romance this stunning high society beauty is a bit hard to swallow. Why couldn't he have been, say, a tough but wealthy reform politician with blue-collar roots who inherits Kristin's late husband's Senate seat? The two of them are initially quite cool to each other, but for duty's sake Kristin is cordial to him, and he in return starts showing her some of the rawer side of life -- things her husband sheltered her from. Her political awakening coincides with the jolting passion of a newer, more blue collar, lover -- one who appreciates her polish and refinement far more than her aristocratic husband. Now that's a love story! Instead of that, though, you get a blank, meaningless ""thriller"" where the action drags and nothing happens. Well, there is one ghetto style ""drive by"" scene where Harrison almost gets killed, but it's so abrupt and unexplained it's really more like welcome comic relief.<br /><br />The sky is always gray in this movie, and our refined, lovely Kristin always looks a little chilled. When she's supposed to be dreaming of passion, she looks more like she's dreaming of a wool blanket and a cup of tea! She also looks a bit sleepy most of the time, like she'd really rather be napping in the bed than screwing Harrison Ford.<br /><br />All things considered, I'd say you can't blame her.",negative
"OK, yes I know I'm a Philistine, and I have no knowledge of, nor love for opera. I readily admit that I might feel differently about this film if I did. But I don't. So, for those of you like me, skip this one unless you want to look at the pretty (sometimes unclothed) girls. For what it's worth, I thought the first segment with Theresa Russell (who I didn't recognize) was the best of the lot.",negative
"""Lies"" tells about an affair between an 18 year old bucktoothed female student and a scrawny 38 year old married man with the pair of protags spending about half the screen time engaged in naked sex and hokey whipping and the other half meandering through the pathetically naive storyline which seems little more than an excuse for the sex scenes. With very poor production value including obvious sanitary appliances and phony softcore sex to a story which is a messy mix of comedy and drama, ""Lies"" quickly becomes redundant ad nauseam. With an almost 2 hour run, subtitles, and so little substance, ""Lies"" is simply not recommendable. (C-)",negative
"Honestly, I was expecting to HATE this one, and really only checked it out because Jenna Jameson is in it...but I have to say I got a kick out of EVIL BREED. A group of college kids and their teacher go on a ""field trip"" to Ireland. Their lodgings are located near the woods where it is rumored that strange things happen and tourists often disappear without a trace. The group of post-teens is warned by the property's caretaker not to venture into the woods - but being the stupid B-movie characters that they are - of course they pay no attention and pay for their mistake one-by-one... First off, there is plenty wrong with EVIL BREED. The acting/dialog is pretty weak, and my major gripe is that a film that has Jenna Jameson, Chasey Lain, Ginger Lynn, and Taylor Hayes should have FAR more gratuitous nudity than was on display here - and Jenna's role in this production is grossly over-hyped, as she has a combined total of about 2 minutes of screen time. Even less with Chasey, and Ginger Lynn shows no skin and has the worst Irish accent ever. Also the last scene of the film makes absolutely no sense and feels like it's thrown in just to end the film. Those gripes aside - there is some good stuff as well. Richard Greico and Chasey Lain are both dispatched early on, with Greico's nude torso ending up on a roasting spit and Chasey's guts hanging out from being torn in half (though how she ends up this way isn't shown on-screen)...not bad for the first 5 minutes. The other kill scenes are pretty inventive, including Jenna's forced breast implant removal, a guy getting his colon pulled out through his ass, a knife through the face, and a few other notables. The implant and colon scenes also have uncut versions that are on the special features and it's a shame the producers made them chop 'em, so to speak. Also the film moves along at a pretty good clip once it gets moving so you don't really have too much time to be bored. The ""creature"" FX are also done competently which definitely helps. Overall, EVIL BREED was not NEARLY as bad as I expected. This one, along with SATAN'S LITTLE HELPER have ALMOST renewed my interest in American low-budget straight-to-video films. I usually steer clear of them as a whole, but these two have been decent enough to give me some faith. EVIL BREED is no masterpiece, but it is a decent way to blow 90 minutes - might not hurt to suck on a bottle of cheap bourbon while you're at it - I know I was, and I'm sure it didn't hurt the experience. 7.5/10",positive
"Directed by Brian De Palma and written by Oliver Stone, ""Scarface"" is a movie that will not be forgotten. A Cuban refugee named Tony Montana (Pacino) comes to America for the American Dream. Montana then becomes the ""king"" in the drug world as he ruthlessly runs his empire of crime in Miami, Florida. This gangster movie is very violent, and some scenes are unpleasant to watch. This movie has around 180+ F-words and is almost three hours long. This movie is entertaining and you will never get bored. You cheer for the Drug-lord, and in some scenes you find out that Montana isn't as evil as some other Crime Lords. This is a masterpiece and i recommend that you see this. You will not be disappointed. 9/10",positive
"The cinema of the 60s was as much as time of revolution as the politics and the music. Filmmakers were daring to make avant-garde films discussing taboo subjects only permitted before in exploitation films. Starting with both ""Breathless"" and underground American cinema (such as Kenneth Anger), films became more and more experimental. All of this accumulated when Hollywood realized they had mass commercial appeal with ""Easy Rider"". One of the best (and most surprising) outputs of this era was also one of the least successful initially. ""Head"" was made when The Monkees career was seriously waning, which is what damned one of the best psychedelic films ever made.<br /><br />The plot? Well, there really isn't one, as many have said. It involves The Monkees going from one surreal scenario to the next one. However, these sequences are all obviously LSD-tinged and basically mock how The Monkees were sick of being confined to their light pre-fab reputation. Its a shame that the film found no audience. The teeny boppers who loved them had moved onto a new fad as they always do. The psychedelic / Haight-Ashbury crowd to whom the film was garnered would never be caught dead at a Monkees movie. Its all their loss. This film may be plot less, but it is certainly not without meaning and is very intelligently put together. The crew later made both ""Easy Rider"" and ""Five Easy Pieces"". The film was later revived at a 1973 Raybert retrospective and it gained a very positive response, which granted it the cult following it had deserved for a long time. Ironically, The Monkees would fall victim to the same commercialism they protested in this film with their later 80s reunion. (10/10)",positive
"Although it has been off the air for 6 years now, Promised Land was one of those shows that comes along once or twice in a generation. Good cast, supporting cast(among them, Richard Thomas and Ossie Davis) and crew. The plot is believable with McRaney packing up his family and just saying ""to hell with it all"" after being subjected to so many disappointments and incidents since his return from Vietnam years earlier. I think a lot of Vietnam-era veterans, myself included, could really relate to McRaney's thought process in finally deciding on his course of action. Many of us did precisely the same thing in real life, after returning from that war and finding that America was not the same place we left. The show imparts not only values but a glimpse into what took place in one veterans life. In those two respects alone, I think it is one of the more poignant TV series of our time. Why this program only ran for 3 years is beyond me.",positive
"Spooks is enjoyable trash, featuring some well directed sequences, ridiculous plots and dialogue, and some third rate acting.<br /><br />Many have described this is a UK version of ""24"", and one can see the similarities. <br /><br />The American version shares the weak silly plots, but the execution is so much slicker, sexier and I suspect, expensive.<br /><br />Some people describe weak comedy as ""gentle comedy"". <br /><br />This is gentle spy story hour, the exact opposite of anything created by John Le Carre.<br /><br />Give me Smiley any day.",negative
"AG was an excellent presentation of drama, suspense and thriller that is so rare to American TV. Sheriff Lucas gave many a viewer the willies. We rooted for Caleb as he strove to resist the overtures of Sheriff Lucas. We became engrossed and fearful upon learning of the unthinkable connection between these two characters. The manipulations which weekly gave cause to fear what Lucas would do next were truly surprising. This show lived up to the ""Gothic"" moniker in ways American entertainment has so seldom attempted, much less mastered. The suits definitely made a big mistake in not supporting this show. This show puts shame to the current glut of ""reality"" shows- which are so less than satisfying viewing.The call for a DVD box set is well based. This show is quality viewing for a discerning market hungry for quality viewing. A public that is tiring of over-saturation of mind-numbing reality fare will welcome this gem of real storytelling. Bring on the DVD box set!!",positive
"""Pitch Black"" was a complete shock to me when I first saw it back in 2000. In the previous years, I was repeatedly disappointed by all the lame sci-fi movies (Ex: STARSHIP TROOPERS) and thought that this movie wouldn't be any different. But to plainly put it: This movie freaked me out... in a good way. I wasn't aware that I was still afraid of the dark till I watched this movie; I must have buried my fear in the back of my subconscious when I was a kid and it rightfully deserves to stay there.<br /><br />The alien creatures sent shivers up my spine; the individual(s) who designed them have a twisted but brilliant and creative imagination to come up with something so impressive and grotesque. <br /><br />I loved how the writers gave each main character a history and showed their flaws and strengths without much confusion.<br /><br />Riddick's (Vin Diesel) gift for escaping out of any impossible situation and putting up a hell of a fight was jaw dropping. At first, you figure him out to be a coldly intelligent villain but in some brief moments, you can see something humane behind his animal side. But as soon you discover it, he does something maliciously devious. He certainly keeps you guessing right up to the very end. I didn't know whether to despise or admire him... he's definitely a love/hate type of character.<br /><br />Johns (Cole Hauser) was a perfect example of a character that puts up a good front but through a need for greed, shows his real intentions and what he's willing to do to survive. John's knack for knowing what buttons to push and the right words to say makes him as devious as Riddick.<br /><br />Fry (Radha Mitchell) is a character who, as Johns so nicely expressed, looked to her thine own ass first before considering the consequences. But what's endearing about her is that she quickly realizes the errors of her ways and tries desperately to pay penance, even while endangering her life when others discarded all human values and went for the dark hills running.<br /><br />Jack (Rhiana Griffith) simply wanted to have a hero and was the first one out of the whole group to look for that hero in Riddick; through a child's eye, good can be seen through the thick clouds of evil. I thought it was absolutely priceless when Jack shaves his head in ode to Riddick; you know what they say: Imitation is the best form of flattery.<br /><br />Imam (Keith David), like Jack, has the ability to see good in any evil. He uses philosophy to carry him through the hardships that he meets and when time permits, he rationally grieves his losses and then soldiers on. In a way, he served as a morale booster for the survivors even though most of the characters acted as though they weren't listening.<br /><br />The casting for this movie was positively perfect. Each actor shined brightly in their role and their talents blended wonderfully on-screen.<br /><br />This movie may have had a small budget but the director's leadership and the actor's performances made the movie work and allowed the audience to use their imagination instead of letting some outrageously expensive Special Effects do all the work for them. This movie is a definite Sci-Fi classic. Watch it and judge (with an open mind) for yourself. It will be well worth it.",positive
"I've seen a lot of movies in my time and this one really stands out as being the absolute worst movie ever made in the history of film making anywhere in the world. It took me 3 efforts to watch this movie. The first time I fell asleep after 15 minutes from boredom, possibly because I was already tired as it was late at night. The second effort I managed to get through 35 minutes but yet again I found myself asleep. I can go on and on like this but I think you're getting the point......nothing happens ever in this movie. A complete waste of time and money. This movie really sucks. Watch it and you will know what I am talking about. If you can get 40 minutes into this movie without shaking your head and wondering what the hell is the point of it all then you are indeed a masochist. The only reason I gave this movie a 1 out of 10 is because 0 was not provided as an option. I just thought the world needed to be warned before either hiring or worse yet...buying this trash. LATER!",negative
"This movie has everything going for it: Fully developed characters, a realistic portrayal of working Washington, bathed in warmth and humor that is uniquely Albert Brooks. The dumbing down of network news is even more of an issue now than it was in 1987. Remember, this was pre-cable! So satisfying to care about complex people attempting to achieve complex goals -- and it all moves along with lightning speed. Such a true to life depiction of friendships that teeter toward romance. See if you can spot John Cusack as the angry messenger! And do you recognize Peter Hackes from real life Broadcast News? Finally, if you're from DC, see if you agree with Holly Hunter's directions to cab drivers!",positive
"I've been studying Brazilian cinema since 2004, when I stumbled onto ""Cidade de Deus / City of God"". Let me tell you something, this movie is probably as good or BETTER than ""City of God"".<br /><br />The acting, cinematography and music supervision make this movie a unique experience. I have not been to Brazil yet, but this movie presents the harsh reality that is beset before the citizens of São Paulo.<br /><br />I recommend this movie if you enjoy good cinema. This movie is disturbing and you may feel a bit despondent after watching it.<br /><br />Something you want to watch, but nothing you want to go to sleep on.",positive
"This was very good, except for two things which I'll mention at the end. The animation is great, highlighted by Nick Park and company's trademark of exaggerated teeth and mouths of the characters, which make you laugh almost every time you see someone. The color was magnificent, too.<br /><br />The best part of the film, however, is the clever comedy woven throughout. This is another of these animated films in which there is so much to see and hear each frame that it would require many viewings to catch all the gags. It's just a funny exaggerated look at the oddball ""Wallace"" and his silent-and-smart dog ""Gromit."" Along the way, it pokes fun people who get carried away with their vegetable gardens, something akin to how the obsessive dog lovers were pictured in ""Best Of Show.""<br /><br />My only complaints were two typical traits of today's films, animated or not: 1 - let's make the cleric in the film look like a total idiot; 2 - let's overdo the final action scene with the predictable result but way overdone. Those aside, this is still a very amusing film that should provide a lot of laughs to many people and a movie to enjoy multiple times.",positive
"One wonders why this picture was made at all : the plot as such is totally unbelievable if not ridiculous, the characters (experienced loner cop versus younger one, quite fascinated) quite predictable, the ending totally murky and impossible to understand (maybe after several viewings but you'd have to have a masochistic tendency for that ; the idea being you have to read the book to understand fully what it's all about)and the acting is bad. Was the basic idea to show that French film makers are able to do as well as Americans in the genre that include ""Seven"" and ""Silence of the lambs"" ? If so, it is a total failure. It was quite a success though (and has a sort of cult-status as the first French serial killer film)and, it seems, considered as a good product to export. Strange.",negative
"I saw this one at Sundance, and I can't figure out why it won the directing award. It was painfully slow and literally colorless. It's the type of movie that is only appreciated by film fest snobs who think any movie that a lot of people like must be beneath them.<br /><br />The jury at Sundance this year seemed to be making a conscious effort to reward the underdog, ultra-low-budget films. That's all well and good, but this wandering, dragging mess looks like a home movie. Mini-DV shot in a snow-covered gray winter results in a drab look for a drab movie.<br /><br />Certain motifs (snakes) are beaten to death in spite of the fact that they add nothing to the story and make no sense as symbols.<br /><br />Now, it wasn't all bad. Vera Farmiga is phenomenal in her role as a mother with a drug problem. She will be going places, and she deserves it. Her co-star Hugh Dillon also does a fine job. Frankly, there are many fine moments in this movie, but they just don't fit together very well.",negative
"James Cameron's 'Titanic' is essentially a romantic adventure with visual grandeur and magnificence, a timeless tragic love story set against the background of this major historical event... It's an astonishing movie that exemplifies hope, love and humanity... <br /><br />Leonardo DiCaprio is terrific on screen with big charisma... Conveying passion, trust, insouciance and ingenuity, he's a free-spirited wanderer with artistic pretensions, and a zest for life... <br /><br />Kate Winslet is absolutely lovely as the confused upper-class teen engaged to a nasty rich guy who finds herself, one night, plunged to the depths of despair...<br /><br />Billy Zane is an arrogant racist, abusive and ultra rich who would lie, cheat, steal, bribe with money or even use an innocent young child to escape defeat... He keeps a 56 carat blue diamond worn by Louis XVI...<br /><br />Kathy Bates is the legendary unsinkable Molly Brown, the richest woman in Denver, who is a lot less uptight than the other rich folk on the ship...<br /><br />Frances Fisheris is the impecunious cold snobbish mother who, deathly afraid of losing her social stature, forces her daughter to become engaged to marry a rich, supercilious snob...<br /><br />Victor Garber is the master shipbuilder, the real-life character who attempts to fix time, to measure it, in a sense, to make it into history... <br /><br />Jonathan Hyde is the White Star Chairman who wants the Titanic to break the Trans-Atlantic speed record, in spite of warnings that icebergs may have floated into the hazardous northern crossing...<br /><br />Bill Paxton is the opportunistic undersea explorer in search for a very rare diamond called the ""Heart of the Ocean."" <br /><br />Gloria Stuart is the 101-year old woman who reveals a never-before told love story... The nightmare, the horror and the shock are imprinted upon her deeply lined face... <br /><br />'Titanic' is loaded with luminous photography and sweeping visuals as the footage of the shipwrecked Ocean liner lying motionless on the ocean floor; the incredible transformation of the bow of the sunken 'Titanic' that takes the viewer back to 1912, revealing the meticulously re-created interiors; the first sight of the Titanic steamed steadily toward her date with destiny; the Titanic, leaving the Southampton dock, and some dolphins appear jumping, racing along in front of the luxurious ship; DeCaprio and Winslet flying at the ship's front rail in a gorgeous magic moment; the intertwining of past and present as Jack was drawing Rose on his paper, the camera zooms closely on young Rose's eye, only to transform its shape into Gloria Stuart's aged eye...<br /><br />Chilling scenes: Titanic's inevitable collision with destiny; James Cameronin one of the most terrifying sequences ever put on film takes us down with the Titanic, finally leaving us floundering in the icy water, screaming for help that never comes...<br /><br />Winner of 11 Academy Awards, including Best Picture, James Cameron's ""Titanic"" is a gigantic epic where you don't just watch the film, you experience it! The visual effects are amazing, like no other film's... The decor is overwhelming... James Horner's music intensifies the emotions... The whole movie is hunting and involving, filled with a wide range of deep feelings... <br /><br />It's truly a moving tribute to those who lost their lives on that unfortunate ship...",positive
"one of the funnest mario's i've ever played. the levels are creative, there are fluid controls, and good graphics for its time. there's also a multitude of crazy bosses and enemies to fight. Sometimes the levels get frustrating, and if you leave out some of the hard levels and still, need to get more accomplished to fight a boss, it can be annoying. another complaint is the camera angle; though it works fairly well most of the time, it can be a pain in certain situations. if your a big time mario fan; this ones for you. even if your not a huge fan of him, i'd still recommend this one. its a big game, and getting what you need can take a while, but it's very satisfying. good for playing in short bursts of time. it will almost certainly hold your interest; it sure does hold mine!",positive
"I started watching the show from the first season, and at the beginning I was pretty skeptical about it. Original movie was kind of childish, and I was just looking for some sci-fi show while waiting for the BSG new season.<br /><br />But after few episodes I became a fan. I've loved the characters - the not-so-stupid-as-you-think-he-is Jack O'Neill, the not-only-smart Samantha Carter, the glorious Teal'c, women and kids favorite, and brilliant Dr. Daniel Jackson.<br /><br />Of course, stories sometimes not serious, sometimes even ridiculous, but mostly it's not about technology or space fighting - it's about helping your friend, even risking your life for him. It's about ""we don't leave anybody behind"". Struggling to the end when all hope is lost. About the free will, and all good qualities that makes a human - Human.<br /><br />And now it's breaking a record, going 10th season, and still doing good.",positive
"I have been searching for the right words to describe this film. At first I was inclined to simply skip to more significant matters, as the film does not rise to a level deserving comment.<br /><br />Yet, I stopped, puzzled as to how to describe such stuff and somewhat intrigued by the challenge presented by the question: ""What can one say about such a film?"" Rubbish? No, its not rubbish, rubbish can be recycled into something useful. Greenhouse gas? No, its not greenhouse gas, greenhouse gases help plants grow large and healthy.<br /><br />Finally, I struck on ""Not even bad,"" a rework of the phrase ""Not even wrong"" used sometimes in theoretical physics to describe a theory that is hopelessly flawed and not even worthy of correction. That's it then, Georgia Rule: Not even bad.",negative
"One of my favorite villains, the Evil Princess is just the perfect villain for this movie. Full of space travel, horses, diamonds, mystical characters, colorful backgrounds, evil characters, etc etc. Very bright, full of action, you will not get bored. Great movie!",positive
"I knew nothing about this film until I watched it... my brother in fact suggested I take a look. Normally, his suggestions aren't much cop however, but I was stuck for something to watch so I watched it.<br /><br />Well, to cut a long story short, I give it 10/10.<br /><br />The film centers around two people, that meet whilst lodging at the same place. One is initially very dependant upon the institution around him, the other is a rebel. One does what he likes, the other as he's told.<br /><br />From the first moments of the film we quickly see the friendship between the two building, and see how they rub off a little on each other. It's a remarkable piece of work, that manages to tell a good story without twist upon twist, people leaping out of bath tubs, or superheros coming to save the day.<br /><br />There's a fair amount of grit and reality in there, not everything can ever go just right - not all gulfs can ever be spanned - and this film delightfully shows the lot.<br /><br />If you watch this film, and are not impressed..... I'd suggest that you don't watch anything again.",positive
"Father and son communicate very little. IN fact they speak different languages. BUt when the son drives his father 3000 miles for his pilgrimage's to Mecca, the conversations finally take place. they are difficult and growth is necessary on both parts.<br /><br />This movie takes us into the hearts of these two travelers, and it is indeed a grand voyage for the audience as well as the two principals. The imagery throughout is impressive, especially the final scenes in Mecca. It underlines for me once again how much different the world can be, but also at the same time, how similar. The same was true for the father and son in this film.<br /><br />See this movie. Tell your friends to see it. You'll be glad you did.",positive
"Bela Lugosi is a real enigma. In the early 1930s, he was on top of the world after appearing in Dracula. Yet, again and again, he made lousy decisions regarding his career. Perhaps he had a bad agent, perhaps his drinking and drug use had a part in it or maybe he was just crazy. Regardless, he ruined his reputation by appearing in pretty much any film--ranging from excellent horror films (such as THE RAVEN) to big-budget flicks (like NINOTCHKA) to grade-Z flicks for the cheapest and shoddiest of studios. Interestingly enough, although he agreed to do this terrible film, he actually turned down the role that later went to Boris Karloff in FRANKENSTEIN! As for this movie, it is a very silly an horridly produced WWII propaganda film that featured a dumb plot and wretched editing. Lugosi spends much of the movie murdering saboteurs--not a bad thing at all. But at the end, we find out that he is himself a Nazi plastic surgeon and all the American-looking men he killed were actually Japanese!!!! The funniest part of this is during a flashback. You see Lugosi talking to a group of Japanese men before he changes them to American-like men. When the camera scans them, the men are clearly Asian. But, on all the other non-close-up shots, they are all VERY Western looking--many with bald heads!! They looked absolutely NOTHING like Japanese men. I suspect the plot must have undergone a re-write and this might account for the obvious mistake. Or, it could just be shoddy production values and editing. In fact, early in the film, they show a street scene in the city and all the cars (circa 1942) are old Model T Fords--obviously from stock footage!!! The bottom line is that the film is bad but also very dull. Unlike PLAN 9 FROM OUTER SPACE, it's hard to laugh at the ineptitude--just be put to sleep by it.",negative
"Paul Reiser steps away from the standup comedy spotlight to write a warmly humorous and gently tender story about family - what we see and what we don't see, what we expect and what surprises us. THE THING ABOUT MY FOLKS doesn't set any new standards for film, but it is a fine little story well told that reminds us about the significant bonds that family represents.<br /><br />Sam Kleinman (Peter Falk) has been a workaholic, at times pushing his wife Muriel (Olympia Dukakis), his daughters (Mackenzie Connolly and Lydia Jordan), and his son Ben (Paul Reiser) into the background. One day Muriel leaves a note that after years of marriage she is leaving! Her daughters, along with Ben's wife Rachel (Elizabeth Perkins) immediately begin the search for her whereabouts, leaving the confused and hurt and disgruntle Sam to sort things out on a road trip with son Ben. The road trip becomes a time for the two men to learn who each other is and what they each mean to their status as father and son and as family members. Sam relaxes for the first time in his life and introduces the now workaholic Ben to the pleasures and fun of living. The trip comes to an end with a phone call about the whereabouts of Muriel and why she left and the regrouping of the wiser family draws the story's warm ending. All is not what it seemed: it's better and, well, different.<br /><br />Falk and Reiser play off each other like the pros they are, but in many ways the film belongs to the brief moments when Olympia Dukakis is on screen, reminding us that she is one of our strongest matriarchs on film. Well worth viewing. Grady Harp",positive
"1st watched 7/19/2003 - 1 out of 10(Dir-Brad Sykes): Ridiculously lame 3D movie which pretty much follows the plots of many 80's teen slasher flicks. Stupid kids go to a known murderous camp site, become hunted by an unknown masked man, and then we try to figure out who, if anyone, is going to live. We really don't care who's behind the mask but even that's not hard to figure out if you've seen any of these kinds of movies. What a waste of a 3D viewer despite somewhat decent 3D effects.",negative
"I won't waste a whole lot of time of this one because as far as I'm concerned it isn't really a movie to start with, just a careless mish-mash of borrowed footage and embarrassingly amateurish new footage made solely for the purpose of pasting the whole mess together and call it a ""Boogeyman"" sequel. Literally 80% of this film is stolen from its far superior predecessor ""The Boogeyman"", a film that the writers of this garbage apparently didn't even bother to watch because they couldn't even get actress Suzanna Love's original character's name (Lacy) right. And to add insult to injury the killer is invisible in the original footage and visible in the new footage, apparently they think their audience is as stupid as they are. 0 out of 10 and I wish IMDb's rating system went that low, the most callous and blatant attempt to rip off people's money I've even seen, YOU HAVE BEEN WARNED!",negative
"I think this movie deserves a 10 out of 10 because it is hilariously funny from start to finish. The plot is simple and straight forward but it keeps you watching and there are so many laughs that you really start to love it. When I went to see this movie I hadn't heard much about it and I didn't know what to expect. I thought it was going to be an old ladies' type of film like Calendar Girls or something but it took me completely by surprise. Even though I am still a teenager and the film was probably not directed at my age group, I still found it excellent and I think that people of all age groups would like it. I think it is a shame that it is not at all famous and it deserves more publicity so that more people will go and see it and realize what a great movie it is.",positive
